program_name,q,a
신혼부부 임차보증금 이자지원 사업,대출신청금액은 얼마까지 신청할 수 있나요?,"은행에서 사전상담 받은 대출가능한도 내에서 본인이 필요한 금액을 신청하면 됩니다.
대출추천서 상 대출신청금액은 은행의 대출신청금액과 동일해야 합니다.
※ 추천서 승인 후 본인 변심으로 대출신청금액 수정 필요 시, 신청취소 후 다시 신청해야 하므로 신중하게 기재하시기 바랍니다. 추천서 재신청시 환산임차보증금 변동으로 대출 가능여부가 달라질 수 있음."
신혼부부 임차보증금 이자지원 사업,대출한도를 사전 조회할 수 없나요?,"대출한도는 개인의 신용도, 인정소득 등에 따라 개인별로 다르기 때문에 반드시 협약은행의 사전 검토를 받으셔야 합니다."
신혼부부 임차보증금 이자지원 사업,타 전세자금 대출이 있는 경우 신청이 가능한가요?,"대환대출 방식으로 진행가능하나 은행 대출조건에 부합해야 하고, 정책 상황에 따라 달라질 수 있으므로 사전에 반드시 은행 상담을 받으시기 바랍니다. 단, 제 2금융권의 전세자금 대출은 대환 불가합니다."
신혼부부 임차보증금 이자지원 사업,개인 신용도로 인한 대출 제한이 있나요? 회생 진행 중인 경우 신청 가능한가요?,"개인신용이 현저히 나쁘거나 개인회생 절차 진행 중이면 은행에서 대출이 승인되지 않을 수 있습니다.
관련부분은 반드시 신청하시기 전에 협약은행(국민/신한/하나)에 상담을 받으시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,보증료가 있는지?,"보증료는 임차보증금에 따라 대출금의 0.02~0.3% (한국 주택금융공사의 「보증료 등의 운용규정」에 따름, 변동될 수 있음)가 적용될 수 있으며 고객이 부담 합니다."
신혼부부 임차보증금 이자지원 사업,전세보증금 반환보증이 자동적으로 가입되는 상품인가요?,"본 대출은 전세보증금 반환보증(전세지킴보증 등)이 자동적으로 가입되지 않는 상품이므로 필요한 경우 개별적으로 확인 후 가입하셔야 합니다.
단, '24.7.30.이후 신규 대출자에 한하여 협약기관인 한국주택금융공사(HF)의 전세보증금 반환보증(전세지킴 보증)을 가입하는 경우 협약은행 방문 및 별도 신청에 의해 기 보증료 납부액(30만원 한도)를 지원받을 수 있으므로 공고문과 FAQ 23P를 참고하여 주시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,대출실행 후 대출금 증액 또는 추가대출이 가능한가요?,"최초 대출실행 후 대출금 증액은 불가합니다.
임차보증금 증액 등으로 추가 대출이 필요한 경우 다른 상품으로 추가 대출 가능 여부는 은행에 확인하시기 바랍니다.
단, 추가 대출금에 대한 이자지원은 되지 않습니다.
자세한 사항은 은행에 문의하시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,최초 및 연장 시 대출 신청시기는?,"임대차계약서 상 잔금일 기준 1개월 전부터 협약은행에 대출 신청이 가능합니다. 대출 연장 시에도 연장 만기 시점 1개월 전부터 신청 가능합니다. 단, 대출 연장 시에는 추천서를 다시 발급받을 필요가 없으며 대출 연장과 관련한 문의(필요서류 등)는 최초 대출실행한 은행 지점 에서 진행하기 바랍니다."
신혼부부 임차보증금 이자지원 사업,은행 대출 신청시 본인 및 배우자가 모두 은행에 방문해야 하나요?,서울시 대출추천서를 발급받은 후 은행대출 신청 시에는 반드시 본인 및 배우자가 함께 은행에 직접 방문하셔야 합니다.
신혼부부 임차보증금 이자지원 사업,[대출 금리 및 이자지원],"대출금의 이자 중 일부(대출금의 최대 연 4.5%)를 지원
- 기본이차보전금리 : 연소득에 따라 최대 연 3.0%
신혼부부 합산 (배우자 예정자 포함) 연소득
0 ~ 3천만원 이하 : 3.0%
3천만원 초과 ~ 6천만원 이하 : 2.5%
6천만원 초과 ~ 9천만원 이하 : 2.0%
9천만원 초과 ~ 1억 1천만원 이하 : 1.5%
1억 1천만원 초과 ~ 1억 3천만원 이하 : 1.0%
- 추가이차보전금리 : 최대 연 1.5%
※ 추가 이차보전금리의 중복적용은 불가 (①~③ 중 택 1)
① 예비신혼부부: 0.2%
② 다자녀가구: 미성년 자녀(태아포함) 수에 따라 최대 1.5%
(1자녀: 0.5% / 2자녀: 1.0% / 3자녀 이상: 1.5%)
③ 혼인이후 만 65세 이상의 본인 및 배우자의 직계존속과 3년 이상 지속 동거 시 : 1.0%
※①: 최초 대출 시에만 적용되며 대출연장 시 적용불가
※②: 최초 신청 시 임신 중인 경우도 적용가능하며, 기한 연장 시 자녀 수에 따라 재 산정됨(단, 신청시점에 임신 중인 자녀로 추가 이자지원을 받은 경우에는 기한 연장 시 대출기간 중 자녀 수 증가에 해당되지 않음)
※③: 신규 신청은 대출신청일주 기준이며, 대출 연장은(만기일 + 1일) 기준으로 동거기간(전입 기간) 3년 이상 여부를 확 인
주) 대출신청일은 은행 담당자가 대출신청을 접수하고 보증서를 발급신 청한 날을 의미하며, 증빙자료는 대출신청 시 은행에 제출"
신혼부부 임차보증금 이자지원 사업,서울시에서 지원해주는 것은 무엇인가요?,"대출금의 이자 중 일부(대출금의 최대 연 4.5%)를 지원
- 기본이차보전금리 : 연소득에 따라 최대 연 3.0%
신혼부부 합산 (배우자 예정자 포함) 연소득
0 ~ 3천만원 이하 : 3.0%
3천만원 초과 ~ 6천만원 이하 : 2.5%
6천만원 초과 ~ 9천만원 이하 : 2.0%
9천만원 초과 ~ 1억 1천만원 이하 : 1.5%
1억 1천만원 초과 ~ 1억 3천만원 이하 : 1.0%
- 추가이차보전금리 : 최대 연 1.5%
※ 추가 이차보전금리의 중복적용은 불가 (①~③ 중 택 1)
① 예비신혼부부: 0.2%
② 다자녀가구: 미성년 자녀(태아포함) 수에 따라 최대 1.5%
(1자녀: 0.5% / 2자녀: 1.0% / 3자녀 이상: 1.5%)
③ 혼인이후 만 65세 이상의 본인 및 배우자의 직계존속과 3년 이상 지속 동거 시 : 1.0%
※①: 최초 대출 시에만 적용되며 대출연장 시 적용불가
※②: 최초 신청 시 임신 중인 경우도 적용가능하며, 기한 연장 시 자녀 수에 따라 재 산정됨(단, 신청시점에 임신 중인 자녀로 추가 이자지원을 받은 경우에는 기한 연장 시 대출기간 중 자녀 수 증가에 해당되지 않음)
※③: 신규 신청은 대출신청일주 기준이며, 대출 연장은(만기일 + 1일) 기준으로 동거기간(전입 기간) 3년 이상 여부를 확 인
주) 대출신청일은 은행 담당자가 대출신청을 접수하고 보증서를 발급신 청한 날을 의미하며, 증빙자료는 대출신청 시 은행에 제출"
신혼부부 임차보증금 이자지원 사업,신혼부부 임차보증금 이자지원 사업 공고문에 있는 자녀 출산 및 난임에 의한 대출기간 변경은 즉시 적용 되나요?,"사업 시행일인 '25.11.20. 이후 신규 대출 및 대출 연장 신청자부터 적용됩니다.
여기서 신청은 대출(연장)을 은행 담당자가 대출 신청을 접수하고 보증서를 발급신청 한 날을 의미하며, 대출 실행일 또는 만기 후 연장 실행일을 말하지 않습니다."
신혼부부 임차보증금 이자지원 사업,대출 및 연장 신청으로부터 실행까지 얼마의 기간이 소요되나요?,"은행 지점의 사정에 따라 통상 1개월, 최대 1~2개월의 기간이 소요될 수 있습니다.
대출 실행일로부터 촉박하게 대출 신규 신청을 하는 경우 대출이 불가하거나 적기 실행이 불가할 수 있으며, 대출 연장 시에도 만기일로부터 촉박하게 연장 신청을 하는 경우 대출연체 및 신용도 하락이 발생할 수 있습니다.
자세한 사항은 대출실행 은행에서 상담하시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,추가 지원금리 중 “만65세 직계존속과 3년이상 지속 동거” 자세한 내용은?,"① 혼인(혼인신고)이후
② 본인 또는 배우자의 만 65세 이상의 직계존속과
③ 3년 이상 계속 동거(주민등록상‘전입’기준) 시 최대 연 1.0% 추가 이자를 지원합니다.
추가 이자 지원을 위해서는 주민등록등본을 제출해야 하며, 대출 신청일을 기준으로 직계존속의 전입일을 역산하여 전입기간이 3년 이상일 때 지원합니다.
※ ‘동거 기간'은 혼인 이후 기간이며, 직계존속이 만 65세가 된 이후부터 산정"
신혼부부 임차보증금 이자지원 사업,대출금리는 변동금리 인가요? 고정금리인가요?,신 잔액 COFIX 연동 6개월 변동금리로 운영됩니다.
신혼부부 임차보증금 이자지원 사업,대출금리는 어떻게 되나요?,6개월 변동금리를 적용하게 되며 기준금리에 가산금리(1.45%)를 더해 대출금리가 결정됩니다.
신혼부부 임차보증금 이자지원 사업,기준금리가 무엇인가요?,"기준금리는 8개 시중 주요은행의 자금조달비용 금리를 반영한 대출 기준금리로 대출실행일의 신 잔액기준 COFIX 6개월 금리를 적용하게 됩니다.
(검색예시 : 은행 홈페이지 접속/개인/대출/대출가이드/가계 대출금리/신 잔액 COFIX 금리 확인)"
신혼부부 임차보증금 이자지원 사업,은행의 우대금리는 어떻게 되나요?,"대출금리는 기준금리에 가산금리를 더해 결정되며, 은행의 우대금리는 적용하지 않습니다."
신혼부부 임차보증금 이자지원 사업,개인이 부담하는 이자는 없는 건가요?,"은행에서 결정한 대출금리 중 서울시에서 지원하는 이자 외에는 본인이 부담하셔야 합니다.
※ 이자지원금리 차감 후 본인부담금리는 최저 1.0% 이상"
신혼부부 임차보증금 이자지원 사업,대출기간 중 사별 또는 이혼하는 경우 이자지원은?,기본 대출약정기간까지는 지원 가능하며 이후 이자지원이 중단됩니다.
신혼부부 임차보증금 이자지원 사업,대출기간 중에 주택을 취득하는 경우?,"현행 주택시장 안정화 방안에 따라 투기지역 및 투기과열 지구에서 시가 3억원 초과 아파트 보유자는 주택에 따라 규제대상아파트 보유자로 판단되어, 본 대출의 즉시 상환 대상이 될 수 있습니다.
따라서, 주택 취득 계획 시에는 해당 시점의 관련 부동산 정책을 알아보시고 반드시 전세대출실행 은행의 사전 상담을 받아보시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,대출기간 중 이자지원이 중단되는 사유 및 중단일은?,"① 예비신혼부부가 대출실행일로부터 6개월 이내 혼인관계 증명서를 미제출
(중단일 : 대출실행 후 6개월 경과일)
② 서울시 외 지역으로 전출(본인 기준)
(중단일 : 주민등록 전출일)
③ 공공임대주택 입주
(중단일 : 주민등록 전출일)
④ 임대차계약 종료
(중단일 : 임대차계약 종료/전출일)
※ ①~④의 경우 대출금을 즉시 상환해야 됨"
신혼부부 임차보증금 이자지원 사업,기한연장 시 이자지원이 중단되는 사유는?,"① 부부합산(배우자 예정자 포함) 연소득 1억 3천만원 초과
② 무주택 세대가 아닌 경우
(본인 및 배우자(예정자 포함) 합산 기준)
③ 이혼 또는 사별한 경우
④ 지원대상 주택*에 해당되지 않는 경우
* 공고문과 FAQ P9 참고"
신혼부부 임차보증금 이자지원 사업,임대차계약시 부부 공동임차인인 경우 두 사람 모두 주민등록을 유지해야 하는지?,임대차계약시 부부가 공동임차인인 경우 차주만 주민등록을 유지해도 됩니다.
신혼부부 임차보증금 이자지원 사업,25.11.20. 이후 최초 대출을 실행하는 경우 출산(임신)/입양에 따른 총 대출 기간은?,"최초 대출실행일이 '25.11.20. 이후인 경우,
자녀 1명당 최장 4년까지 대출기간이 연장됩니다.
최초 대출실행일 이후 출산(임신)/입양 자녀 수주)
0명 : 4년 이내
1명 : 8년 이내
2명 이상 : 12년 이내
주) 기한연장 시 총 자녀 수에서 최초 대출실행 시 총 자녀 수 차감"
신혼부부 임차보증금 이자지원 사업,"25.11.20.기준 자녀 수를 반영해 기한연장(자녀 1명당 2년)을 했거나, 기한연장 중인 경우 '25.11.20.부터 적용되는 기준(자녀 1명당 4년 기한연장)을 소급 적용받을 수 있는지?","25.11.20.부터 적용되는 기준의 소급 적용이 불가합니다.
다만, 최초 대출실행 이후 대출기간 중 자녀가 2명 이상 증가한 경우, '25.11.20.기준으로 연장 중인 기간에 대하여는 2년이 적용되고, '25.11.20.부터 향후 연장될 기간에 대하여는 4년이 적용됩니다.
(예시) ①, ② 예시 모두 '25.11.20 이전 최초 대출실행하고, 대출기간 중 자녀가 2명 증가한 경우
① '25.11.20 이전 자녀 2명으로 대출기간 2회(4년) 연장
→ 기본 4년 + 연장 4년(자녀 1명당 2년)
= 최장 8년 이용 가능(4년 소급 적용 불가)
※ 아래 표에서 노란색 음영으로 표시됨
② '25.11.20 이전 자녀 1명으로 대출 1회차(2년) 연장
'25.11.20 이후 자녀 1명으로 대출 2회차(4년) 연장
→ 기본 4년 + 1회차 연장 2년(자녀 1명당 2년)
+ 2회차 연장 4년(자녀 1명당 4년)
= 최장 10년 이용 가능(2회차에서 소급 적용가능)
※ 아래 표에서 파란색 음영으로 표시됨
주1) 기한연장 시 총 자녀 수에서 최초 대출실행 시 총 자녀 수 차감
주2) 자녀 1명당 대출기간 2년 기 적용
최초 대출실행일 이후 출산(임신)/입양한 자녀 수주1)
'25.11.20 기준 대출 연장에 반영된 자녀 수(기 적용 대출연장기간)주2)
총 대출기간
0명
0명(4년 이내)
4년 이내
1명
0명(4년 이내)
8년 이내
1명(6년 이내)
6년 이내
2명
0명(4년 이내)
12년 이내
1명(6년 이내)
10년 이내
2명(8년 이내)
8년 이내
3명
0명(4년 이내)
12년 이내
1명(6년 이내)
12년 이내
2명(8년 이내)
12년 이내
3명(10년 이내)
10년 이내
4명 이상
0명(4년 이내)
12년 이내
1명(6년 이내)
2명(8년 이내)
3명(10년 이내)"
신혼부부 임차보증금 이자지원 사업,임신으로도 자녀 수 증가가 인정되나요?,"출산, 입양뿐만 아니라 임신으로도 자녀 수의 증가가 인정됩니다. 대출 만기(이자지원 중단) 전 병원에서 발급하는 임신사실확인서(건강보험 임신·출산 진료비 지급 신청서)를 은행으로 제출하시면 됩니다.
※ 단, 신청시점에 임신 중인 자녀로 추가 이자지원을 받은 경우에는 기한연장 시 대출기간 중 자녀 수 증가에 해당되지 않음"
신혼부부 임차보증금 이자지원 사업,자녀 수의 증가가 없으면 몇 년 동안 대출을 이용할 수 있나요?,"※ '25.11.20(목) 신규대출 및 대출연장 신청자부터 적용
대출실행 후 자녀 수의 증가가 없는 경우 최대 이용기간(=기본 이용기간)은 4년입니다(지원조건 충족 시).
대출 기간 중 출산(임신), 입양 등으로 자녀 수가 증가한다면, 자녀 1명당 4년씩 추가 연장이 가능합니다.
(최장 12년)
다만, 기본 이용기간(4년) 만기 전까지 자녀 수의 증가가 없을 경우 난임시술 의료기관에서 발급받은 증빙서류를 제출하시면 2년을 추가로 연장할 수 있으며,
난임시술에 의해 연장된 기간(2년) 중 출산·임신·입양으로 자녀 수가 증가하면, 이에 더해 최대 4년의 대출기한을 연장할 수 있습니다.(최장 10년)"
신혼부부 임차보증금 이자지원 사업,최초 대출실행 전 유자녀인 경우에도 난임시술 연장이 가능한가요?,"최초 대출실행 전 자녀가 있다 하더라도,
기본 이용기간(4년) 중 자녀 수의 증가가 없는 경우 난임시술을 증빙하시면 난임시술 연장이 가능합니다."
신혼부부 임차보증금 이자지원 사업,난임시술 증빙 서류는 어떤 서류를 제출하나요?,"기존 대출만기일 기준 1년(응당일) 이내
(만기일이 휴일인 경우 은행의 직전 영업일 기준)
시술일자와 난임시술(인공수정, 체외수정)이 기재된 진료확인서 및 세부내역서를 제출하셔야 합니다.
※ 난임시술인정기간(예시)
1) 대출만기일(평일_2025.8.29.금)
→ 난임시술 인정기간: 2024.8.29. ~ 2025.8.29.
2) 대출만기일 (휴일_2025.8.30.토)
→ 난임시술 인정기간:2024.8.29. ~ 2025.8.29."
신혼부부 임차보증금 이자지원 사업,[대출연장 및 이자지원 예외사항],대출만기 시 공고문 상 지원자격을 충족하지 못하면 대출 연장이 불가하므로 대출금을 상환해야 하나 임차인이 전세사기(깡통전세)로 인해 임대인에게 보증금을 돌려 받지 못해 대출금을 상환하지 못할 경우 대출연장 및 이자를 최장 4년간 지원하는 사항을 말합니다.
신혼부부 임차보증금 이자지원 사업,대출연장 및 이자지원 예외사항이 무엇인가요?,대출만기 시 공고문 상 지원자격을 충족하지 못하면 대출 연장이 불가하므로 대출금을 상환해야 하나 임차인이 전세사기(깡통전세)로 인해 임대인에게 보증금을 돌려 받지 못해 대출금을 상환하지 못할 경우 대출연장 및 이자를 최장 4년간 지원하는 사항을 말합니다.
신혼부부 임차보증금 이자지원 사업,예외사항 적용을 받을 수 있는 대상자는?,"적용 대상자는 아래의 모든 조건을 충족해야 합니다.
① 대출만기 도래자 중
② 신혼부부 임차보증금 이자지원사업 자격요건 미충족* 으로 인하여 대출연장이 불가한 경우로,
* 자격요건 미충족: 부부합산(배우자예정자 포함) 연소득 1억 3천만원 초과, 이혼·사별, 자녀 미출산, 서울시 외 지역으로 전출, 공공임대주택 입주
③ 전세사기, 깡통전세로 인하여 임대인에게 보증금을 돌려 받지 못하여 대출금을 상환하지 못하는 임차인으로서
④ 임차권등기명령 및 소송경매 등의 법적절차가 진행 중인 증빙서류를 은행에 제출할 수 있는 임차인입니다."
신혼부부 임차보증금 이자지원 사업,예외사항에 따른 대출연장 및 이자지원 신청방법은?,전세사기(깡통전세) 등으로 인하여 보증금을 돌려받지 못해 대출금을 상환하지 못하는 예외사항일 경우 대출연장 및 이자지원을 위해 법적절차에 대한 증빙서류(임차권등기명령접수증 등)를 협약은행(국민/신한/하나)에 제출하여 심사를 받으셔야 합니다.
신혼부부 임차보증금 이자지원 사업,대출연장 및 이자지원 기간과 구체적인 지원내용은?,"예외사항에 따른 대출연장 및 이자지원은 6개월 단위로 최대 4년까지 연장가능하며, 법적절차 진행이 종료될 경우 반드시 대출금을 즉시 상환해야 합니다.
※ 임차권등기명령은 최대 2회(6개월 이내, 최대 1년) 연장가능 하며, 그 이후는 반드시 소송 또는 경매 절차가 진행되고 증빙서류를 제출하여야 최대 3년까지 추가연장이 가능함"
신혼부부 임차보증금 이자지원 사업,예외적용으로 인하여 구체적인 지원내용은?,"전세사기(깡통전세)로 인하여 임차보증금을 돌려받지 못해 대출금 상환이 불가한 임차인을 위하여,
최장 4년간 대출기간을 연장하고 이자를 지원하는 내용입니다.
○ 임차권등기명령자(최장 1년) : 기존 이자지원 지속
○ 소송·경매진행자(최장 3년) : 무이자
(서울시가 이자 전액부담)"
신혼부부 임차보증금 이자지원 사업,제출해야 하는 증빙서류는 어떤 것인가요?,"공통서류와 유형(임차권등기명령, 경매/공매, 소송)에 따른 서류(아래 각 항목)가 증빙서류입니다.
○ 공통 서류:
주민등록 등·초본(1개월이내 발급분), 확정일자부 임대차계약서 또는 주택임대차계약 신고필증, 부동산 등기사항전부증명서
○ 임차주택에 임차권등기명령을 하는 경우
(아래 각 호 중 하나)
1. 임차주택에 대한 임차권등기명령 접수증(임차주택 소재지 관할 지방법원)
2. 임차주택에 대한 임차권등기명령 결정문 사본
3. 임차권등기명령이 등재된 부동산 등기사항전부증명서
○ 임차주택에 경매/공매가 진행되는 경우
(아래 각 호 중 하나)
1. 경매/공매 개시 결정문 또는 경매/공매 통지서
2. 압류 및 경매/공매개시결정 또는 공고가 기재된 부동산 등기사항전부증명서
3. 주택임차인에 대한 통지서, 권리신고 및 배당요구신청 접수증명원
4. 매각물건명세서(주거임차인으로서 점유자 성명, 임대차기간, 보증금, 전입일자, 확정일자, 배당요구일자 확인이 가능하여야 함)
○ 임차주택에 전세보증금반환 소송이 진행되는 경우
(아래 각 호 중 하나)
1. 소송접수증명원/ 2. 소송계속증명원 / 3. 소제기증명원"
신혼부부 임차보증금 이자지원 사업,임차권등기명령은 무엇인가요?,"「주택임대차보호법」제3조의3 제1항에 따라 임대차 계약이 끝난 후 보증금을 돌려받지 못한 경우 임차인이 해당주택 소재지의 지방법원 등에 보증금 미반환 사실을 해당주택의 부동산 등기사항전부증명서에 등재하여 줄 것을 요청하는 제도입니다.
자세한 사항은 알기 쉬운 생활법령정보를 참고하시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,이미 대출기간 내 전세사기(깡통전세)로 인하여 법적절차 진행 중일 경우에도 예외사항이 적용가능한가요?,"대출기간 내에 전세사기(깡통전세)로 인해 소송·경매 등의 법적절차 진행 중일 경우에는 예외적인 적용이 불가합니다.
적용대상은 자격요건 미충족 및 대출만기가 임박하여 대출을 상환하여야 하나, 전세사기(깡통전세)로 인해 임대인에게 보증금을 돌려받지 못해 대출상환이 불가한 임차인이 적용대상입니다."
신혼부부 임차보증금 이자지원 사업,[기타],"서울시는 신혼부부의 높은 주거비 부담을 덜어드리고자 '18년부터 최대한 많은 신청을 받고 지속적인 이자 지원을 해왔으나, 한정된 예산규모 등을 고려하여 불가피하게 일일 신청건수를 제한하게 되었습니다. 일일 신청건수 제한으로 불편함을 겪으실 수도 있으나 지원사업의 중단을 피하고 계속하기 위한 조치이므로 신청자 분들의 양해를 부탁드립니다."
신혼부부 임차보증금 이자지원 사업,일일 신청건수를 제한하는 이유는 무엇인지?,"서울시는 신혼부부의 높은 주거비 부담을 덜어드리고자 '18년부터 최대한 많은 신청을 받고 지속적인 이자 지원을 해왔으나, 한정된 예산규모 등을 고려하여 불가피하게 일일 신청건수를 제한하게 되었습니다. 일일 신청건수 제한으로 불편함을 겪으실 수도 있으나 지원사업의 중단을 피하고 계속하기 위한 조치이므로 신청자 분들의 양해를 부탁드립니다."
신혼부부 임차보증금 이자지원 사업,일일 신청건수 잔여수량은 어떻게 확인하나요?,서울주거포털에 접속 후 신혼부부 임차보증금 이자지원 사업 신청페이지로 들어오시면 팝업 및 신청페이지에서 확인 가능합니다.
신혼부부 임차보증금 이자지원 사업,일일 신청건수가 초과되어 신청을 못하면 어떻게 하나요?,"일일 신청건수가 초과되었을 경우, 매일 신청할 수 있으므로 신청이 가능한 날에 신청하시면 됩니다.
단, 신청 완료 후 심사 부적격 사유 발생 시(필요 서류 미첨부, 인적사항 및 물건지 정보 오기재 등) 승인 거부 처리 되며, 거부사유에 따른 보완 후 재심사요청 시에도 재심사요청 시점 기준으로 평일 3일 내외의 심사 기간이 소요되오니 유의하시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,추천서 승인 후 입력사항 오기로 인해 내용 수정이 필요하다면 어떻게 하나요?,"신청자와 배우자 인적사항 및 물건지 주소 오기재, 본인 변심으로 인한 대출추천금액 변경, 은행변경, 추천서 발급 후 계약서 변경(계약기간, 물건지 변경 등), 추천서 유효기간 만료 등의 사유로 인해 수정 또는 재신청이 필요할 경우 ‘신청취소'(서울주거포털 마이페이지에서 가능) 요청해야 합니다.
신청취소 처리는 추천서 발급과 마찬가지로 평일 기준 3일 내외입니다.
※ 기존 추천서로 대출을 기 이용 중인 자에 대해서는 기존 대출추천서의 승인취소가 불가하며, 승인취소 시 이자지원이 중단될 수 있습니다."
신혼부부 임차보증금 이자지원 사업,서울시 신혼부부 임차보증금 대출도 전세대출 갈아타기가 가능한가요?,"전세대출 갈아타기는 '24.1.31.부터 정부금융당국(금융 위원회)에서 운영 중인 사업으로, 금융위원회의 지침을 따릅니다.
정부의 저리 금융상품과 지방자치단체와 협약에 의해 시행되는 대출은 대상에서 제외되어 서울시 신혼부부 전세대출 상품은 전세대출 갈아타기에 해당하지 않습니다."
신혼부부 임차보증금 이자지원 사업,[신혼부부 임차보증금 반환보증 보증료 지원 관련],서울주거포털 접속 및 로그인 → [화면상단] 청년·신혼 부부 지원 → 신혼부부 반환보증료 → 임차보증금 반환 보증 보증료 지원 신청하기 → 신청자격 확인 → 약관 동의 → 개인정보 및 구비서류 등록 → 신청완료(카톡 알림) → 신청에 따른 지급 승인 여부 통보(마이페이지)
신혼부부 임차보증금 이자지원 사업,신청은 어떻게 하나요?,서울주거포털 접속 및 로그인 → [화면상단] 청년·신혼 부부 지원 → 신혼부부 반환보증료 → 임차보증금 반환 보증 보증료 지원 신청하기 → 신청자격 확인 → 약관 동의 → 개인정보 및 구비서류 등록 → 신청완료(카톡 알림) → 신청에 따른 지급 승인 여부 통보(마이페이지)
신혼부부 임차보증금 이자지원 사업,임차보증금 반환보증은 자동으로 가입되나요?,"자동가입이 아닌 별도의 가입 신청절차를 거쳐야 합니다.
대출완료 후, 대출은행 지점에 방문하시어 한국주택금융 공사(HF)의 임차보증금 반환보증 가입신청을 하시고, 보증심사 및 보증료 납부가 완료되어야 합니다.
단, 서울시에서 보증료 지원을 받기 위해서는 서울주거 포털을 통해 대출실행일 기준 90일 이내(휴일인 경우 그 다음 근무일까지) 보증료 지원 신청을 해야 합니다."
신혼부부 임차보증금 이자지원 사업,임차보증금 반환보증은 무조건 가입이 되는건가요?,"주택에 따라 한국주택금융공사의 임차보증금 반환보증 지침에 맞지 않을 경우 가입이 거절될 수 있습니다.
반환보증 가입에 대한 자세한 상담은 협약은행 및 한국 주택금융공사(☎1688- 8114)로 문의하시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,서울시에 보증료 지원 신청을 한 후에 전세보증금 반환보증에 가입하는 건가요?,"먼저 협약은행을 방문하여 반환보증 가입 및 보증료 납부를 완료하신 후, 서류를 준비하시고 서울주거포털에서 지원 신청을 하시기 바랍니다.
※ 신청서류 : 금융거래확인서, 임차보증금 반환보증서(전세지킴보증서), 임차보증금반환보증 보증료 영수증, 대출자 본인 명의 통장사본, 주민등록등본 및 부동산 등기사항전부증명서(舊등기부등본)를 제출하시면 됩니다."
신혼부부 임차보증금 이자지원 사업,신혼부부 임차보증금 이자지원 사업 이용자만 이용 가능 하나요?,"서울시 신혼부부 임차보증금 이자지원 사업을 통해 '24.7.30.이후 신규 대출을 받으신 분만 이용 가능하며, 생애 1회만 지원 가능합니다. 신규 대출일은 은행 발급 금융거래확인서에서 확인 가능합니다."
신혼부부 임차보증금 이자지원 사업,임차보증금 반환보증 가입 기관은 아무 곳이나 상관없나요?,"한국주택금융공사(HF)의 임차보증금 반환보증을 가입한 사람만 가능합니다. 본 대출은 서울시-협약은행-한국주택 금융공사(HF)간의 협약으로 운영되는 사업으로서 주택도시보증공사(HUG), SGI서울보증은 지원 불가합니다."
신혼부부 임차보증금 이자지원 사업,보증료 지원 기간에 제한은 없나요?,"신규 대출실행일로부터 90일 이내(휴일인 경우 그 다음 근무일까지) 신청자만 지원 가능합니다.
신규 대출일은 은행 발급 금융거래확인서에서 확인합니다."
신혼부부 임차보증금 이자지원 사업,「민간임대주택에 관한 특별법」에 따른 등록임대주택의 임차인도 지원을 받을 수 있나요?,"「민간임대주택에 관한 특별법」에 따른 등록임대주택의 임차인의 경우 신혼부부 임차보증금 반환보증 보증료 지원에 신청할 수 없습니다.
등록임대사업자는 임대보증금 반환보증 가입이 의무이며, 임차인이 임차보증금 반환보증을 가입하는 경우 임대인에게 보증료 청구를 할 수 있습니다."
신혼부부 임차보증금 이자지원 사업,「민간임대주택에 관한 특별법」에 따른 등록임대주택의 임차인인지 어떻게 아나요?,"부동산 등기사항전부증명서(舊등기부등본) 상 갑구의 등기목적, 권리자 및 기타사항에 보면「민간임대주택에 관한 특별법」에 따른 등록임대주택임이 표기되어 있습니다."
신혼부부 임차보증금 이자지원 사업,"동일 주택에 대한 동일 가입 건을 국토교통부, 자치구 등에서 시행하는 전세보증금 반환보증 보증료 지원사업에 중복 신청해도 되나요?","국토교통부, 자치구 등에서 시행하는 전세보증금 반환 보증료 지원사업에 중복 지원은 불가하며 중복 수령 시 「보조금 관리에 관한 법률」에 의거 환수됩니다.
※ 지원 대상자는 해당 자치구로 통보 예정입니다."
신혼부부 임차보증금 이자지원 사업,신청서류는 무엇을 제출하면 되나요?,"금융거래확인서, 임차보증금 반환보증서(전세지킴보증서), 임차보증금반환보증 보증료 영수증, 대출자 본인 명의 통장사본, 주민등록등본 및 부동산 등기사항전부증명서(舊등기부등본)를 제출하시면 됩니다."
신혼부부 임차보증금 이자지원 사업,제출 서류를 어디에서 발급 받아야 하나요?,"① 금융거래확인서: 대출실행 은행
② 임차보증금 반환보증서 및 보증료 납부 영수증: 은행 방문 수령 또는 한국주택금융공사 홈페이지에서 발급
③ 주민등록등본 : 동주민센터 또는 정부24 홈페이지
④ 부동산 등기사항전부증명서: 지방법원 등기소 또는 인터넷등기소 홈페이지(일부 동주민센터 발급 가능)"
